,T,dof,alternative,p-val,CI95%,cohen-d,BF10,power
Low-High(WM-Correct Count),5.441082091392828,97,greater,1.9864796954053374e-07,[0.72 inf],0.7072213684210391,6.653e+04,0.9999999999987305
